xpoints,ypoints,filename
"2103.922119140625,3115.686767578125,3090.2568392255066,2078.4921907880066","2696.078369140625,2584.313720703125,2354.10584299602,2465.87049143352",PM-BB-TOWER-0017-C1-M-I(4).JPG
"1942.5906982421875,1726.13525390625,1686.9923592283567,1903.4478035642942","391.012939453125,538.1539916992188,480.571878952549,333.43082670645526",DJI_20240112165759_0031_V.JPG
"736.43310546875,1513.081298828125,1518.4134636343326,741.7652702749575","2737.068603515625,2631.161865234375,2670.2643456869214,2776.1710839681714",PM-BB-TOWER-0009-C1-B-I(15).JPG
"1662.926513671875,2176.65234375,2187.2669065442883,1673.5410764661633","2654.77001953125,2611.6328125,2738.0428296914656,2781.1800367227156",DJI_20240111150546_0023_V.JPG(1).JPG
"3455.933349609375,3531.580810546875,3428.03989611215,3352.39243517465","1513.3638916015625,1848.104248046875,1871.5033008629448,1536.7629444176323",PM-BB-TOWER-0018-C2-T-I-BHOPAL(7).JPG
"1886.783203125,1736.4669189453125,1736.1345937556669,1886.4508779353544","2187.999755859375,2186.310791015625,2215.8874206486767,2217.5763854924267",PM-BB-TOWER-0011-C2-B-I(1).JPG
"1690.1961669921875,2317.646728515625,2391.474549633455,1764.0239881100174","2698.038818359375,2831.372314453125,2483.9479299318996,2350.6144338381496",DJI_20240112164603_0155_V.JPG
"2311.764404296875,2245.097900390625,2521.475307966721,2588.141811872971","1880.39208984375,2684.313720703125,2707.232765065789,1903.3111342064137",DJI_20240112162513_0030_V.JPG
"1630.8790283203125,1629.70068359375,1599.227756024479,1600.4061007510415","1448.2960205078125,1479.4053955078125,1478.251157806021,1447.141782806021",DJI_20240112162950_0054_V.JPG
"901.960693359375,1808.27880859375,1820.1576845233005,913.8395692889256","549.0195922851562,631.8082885742188,501.76589237579407,418.97719608673157",PM-BB-TOWER-0009-C2-T-I(3).JPG
"1341.1763916015625,1909.8038330078125,1895.7830733110923,1327.1556319048423","309.80389404296875,250.98037719726562,115.4463401244677,174.26985697017082",PM-BB-TOWER-0019-C2-T-I(12).JPG
"1523.9591064453125,1977.8443603515625,1992.7498544837429,1538.8646005774929","131.75991821289062,184.5555877685547,56.41280549642437,3.6171359407603063",PM-BB-TOWER-0014-C2-B-I(1).JPG
"1047.058837890625,1852.9410400390625,1854.1438792525466,1048.2616771041091","901.9608154296875,896.0782470703125,1060.8611539528472,1066.7437223122222",PM-BB-TOWER-0011-C1-T-I(4).JPG
"149.01947021484375,250.9803009033203,256.4473811164001,154.4865504279235","568.6273193359375,560.7842407226562,631.8568472144761,639.6999258277574",PM-BB-TOWER-0007-C1-B-I-SS(27).JPG
"2066,3025,3025,2066","1966,1966,2137,2137",DJI_20240111152529_0160_V.JPG(1).JPG
"1955.074951171875,2221.084228515625,2208.8389940340276,1942.8297166902776","345.9654541015625,296.7044982910156,230.58020326348986,279.84115907403674",PM-BB-TOWER-0009-C2-M-I(4).JPG
"1774.2191162109375,2225.078369140625,2246.6736659504895,1795.814413020802","145.41171264648438,227.11109924316406,107.93713977935964,26.237753182679953",PM-BB-TOWER-0009-C2-M-I(16).JPG
"3386.849609375,3474.349365234375,3474.349365234375,3386.849609375","874.07421875,874.07421875,1177.1990966796875,1177.1990966796875",PM-BB-TOWER-0001-C2-B-I-SS(1).JPG
"1519.408203125,2555.77978515625,2535.098232214051,1498.7266501828012","2570.834228515625,2389.2802734375,2271.2229514014894,2452.7769064796144",PM-BB-TOWER-0019-C1-M-I(10).JPG
"1853.306884765625,2436.2388916015625,2343.9291635546306,1760.997156718693","850.4596557617188,660.3828735351562,377.28519905570096,567.3619812822635",PM-BB-TOWER-0011-C1-B-I(1).JPG
"1935.7718505859375,2127.517333984375,2127.098062004362,1935.3525786059245","922.9713134765625,924.2846069335938,985.4997969222388,984.1865034652076",PM-BB-TOWER-0006-C1-M-I(9).JPG
"2684.162353515625,2687.962646484375,2716.699994989798,2712.899702021048","1420.3043212890625,1573.8297119140625,1573.1183615438008,1419.5929709188008",PM-BB-TOWER-0018-C2-T-I-BHOPAL(2).JPG
"413.7340393066406,565.2114868164062,571.4174433017442,419.9399957919786","2058.003173828125,2044.2803955078125,2112.7841945063133,2126.5069728266258",PM-BB-TOWER-0007-C1-0-TB(7).JPG
"1900.0001220703125,2692.15673828125,2763.453116363471,1971.2965001525338","2117.64697265625,2323.529296875,2049.208041643297,1843.3257174245468",PM-BB-TOWER-0011-C2-B-I(7).JPG
"1546.2303466796875,2466.7015380859375,2478.068617256166,1557.597425849916","535.5465087890625,495.3808898925781,755.8790272073536,796.044646103838",PM-BB-TOWER-0003-C1-B-I(4).JPG
"1875.1572265625,2815.077880859375,2828.7683296447613,1888.8476753478863","1549.9681396484375,1765.5635986328125,1705.878039203146,1490.282580218771",PM-BB-TOWER-0009-C2-B-MJ(1).JPG
"1335.278076171875,2259.859130859375,2239.208218417053,1314.6271637295529","2197.194091796875,2118.394775390625,1876.0901047797142,1954.8894211859642",PM-BB-TOWER-0012-C2-M-I(1).JPG
"2108.950439453125,2326.37890625,2298.8950384883724,2081.4665716914974","2466.618896484375,2615.46240234375,2655.610443701393,2506.766937842018",PM-BB-TOWER-0013-C2-M-I(3).JPG
"906,2979,2979,906","0,0,739,739",DJI_20240111151938_0113_V.JPG(1).JPG
"700.7734375,671.2168579101562,544.6594229227981,574.2160025126418","1223.6119384765625,1469.037109375,1453.7957839388316,1208.3706130403941",DJI_20240112162651_0042_V.JPG
"1320.2613525390625,2385.62060546875,2394.7505733127587,1329.3913203830714","2708.495361328125,2747.711181640625,2499.681288499134,2460.465468186634",PM-BB-TOWER-0016-C1-B-I(13).JPG
"382.8123474121094,3406.24951171875,3422.8436994715917,399.4065351649508","1425.78125,976.5625610351562,1088.2486622502138,1537.4673512150575",PM-BB-TOWER-0001-C2-B-I-SS(1).JPG
"2688.453125,2814.814697265625,2814.814697265625,2688.453125","2729.29736328125,2729.29736328125,2794.65673828125,2794.65673828125",PM-BB-TOWER-0008-C1-0-EP(1).JPG
"2066,3025,3025,2066","1966,1966,2137,2137",DJI_20240111152529_0160_V.JPG(1).JPG
"1990.8680419921875,1625.6331787109375,1630.1026717010761,1995.3375349823261","2280.613037109375,2324.947998046875,2361.768029612731,2317.433068675231",PM-BB-TOWER-0012-C1-B-I(12).JPG
"2039.215576171875,2082.352783203125,1782.1146363526354,1738.9774293213854","70.58822631835938,2745.097900390625,2749.9404460074625,75.43077193519697",PM-BB-TOWER-0010-C2-M-I(15).JPG
"2054.901611328125,2003.9215087890625,1664.0896949924927,1715.0697975315552","1952.9410400390625,2294.117431640625,2243.3382419315753,1902.1618503300128",DJI_20240112162314_0017_V.JPG
"2344.2265625,2492.374755859375,2477.7554719679097,2329.6072786085347","1869.467529296875,1860.7530517578125,1612.2217442846863,1620.9362218237488",PM-BB-TOWER-0019-C2-M-I(13).JPG
"1709.7109375,2011.5447998046875,2003.1025384100685,1701.268676105381","132.76144409179688,89.64237213134766,30.54647216251555,73.66554412296477",PM-BB-TOWER-0013-C1-B-I(12).JPG
"1876.502197265625,1785.299072265625,1816.1845929608924,1907.3877179608924","619.5458374023438,693.724365234375,731.6983731715372,657.519845339506",DJI_20240112164700_0162_V.JPG
"1532.760009765625,2117.13720703125,2132.4362989134734,1548.0591016478484","343.0276794433594,407.32806396484375,268.28627593547856,203.9858914139942",PM-BB-TOWER-0016-C1-B-I(14).JPG
"1760.784423828125,2686.2744140625,2647.917318161402,1722.4273279270267","2301.96044921875,2141.17626953125,1920.388948415936,2081.1731281034363",PM-BB-TOWER-0019-C1-M-I(11).JPG
"1267.9737548828125,1888.8887939453125,1897.9224416610873,1277.0074025985873","53.71406936645508,25.817415237426758,226.88553252395675,254.78218665298508",PM-BB-TOWER-0019-C2-B-I(9).JPG
"925.4901733398438,1868.62744140625,1850.0575930270545,906.9203249606484","2427.45068359375,2321.568359375,2156.1591071887856,2262.0414314075356",PM-BB-TOWER-0019-C2-T-I(2).JPG
"2534.278076171875,2585.591552734375,2560.514957820577,2509.201481258077","1149.3607177734375,1166.58740234375,1241.283566897319,1224.0568823270064",PM-BB-TOWER-0007-C1-B-I-SS(12).JPG
"699.9999389648438,2276.470458984375,2379.38631681302,802.9157967934891","1343.13720703125,1205.8822021484375,2387.943403107218,2525.1984079900303",PM-BB-TOWER-0015-C2-0-TB(5).JPG
"2244.27685546875,3433.46630859375,3403.0359206082176,2213.8464674832176","2577.5380859375,2835.796142578125,2975.9176044895844,2717.6595478489594",PM-BB-TOWER-0011-C1-M-I(11).JPG
"2107.84326171875,3001.960693359375,2990.424449549472,2096.307017908847","2635.2939453125,2592.15673828125,2353.0416588413927,2396.1788658726427",PM-BB-TOWER-0017-C1-B-I(12).JPG
"1455.3377685546875,2483.659912109375,2492.0678624908983,1463.7457189362108","2565.577392578125,2543.790771484375,2940.643570366059,2962.430191459809",PM-BB-TOWER-0006-C1-B-I(15).JPG
"1282.352783203125,1854.9019775390625,1868.6163880381976,1296.06719370226","337.2548522949219,403.9215087890625,286.13887058577734,219.4722140916367",PM-BB-TOWER-0017-C2-M-I(14).JPG
"1996.76611328125,2134.665283203125,2132.2335361692158,1994.334366247341","1104.2926025390625,1093.12939453125,1063.0900100459517,1074.2532180537642",PM-BB-TOWER-0019-C1-T-I(9).JPG
"1609.375,2042.96875,2213.422691394821,1779.8289413948207","1388.6717529296875,1236.3280029296875,1721.466143822639,1873.809893822639",PM-BB-TOWER-0002-C2-0-TB(9).JPG
"1337,2385,2385,1337","0,0,510,510",PM-BB-TOWER-0003-C1-B-I(2).JPG
"2074.509521484375,2517.64697265625,2507.234938595107,2064.097487423232","11.76479434967041,70.58831787109375,149.02568372676618,90.20216020534284",PM-BB-TOWER-0017-C2-B-I(11).JPG
"1988.2354736328125,2533.333251953125,2540.842361519124,1995.7445831988116","172.54905700683594,219.60787963867188,132.62740047086575,85.56857783902981",PM-BB-TOWER-0017-C2-T-I(12).JPG
"1680.39208984375,1670.5880126953125,1354.8063060685986,1364.610383217036","39.21571350097656,864.705810546875,860.9553740184264,35.46527697252791",PM-BB-TOWER-0012-C1-M-I(5).JPG
"1175.54443359375,1381.473876953125,1367.8255585266095,1161.8961151672345","2739.65185546875,2689.22021484375,2633.489515197017,2683.921155822017",PM-BB-TOWER-0008-C2-0-EP(1).JPG
"521.3598022460938,788.017333984375,780.072914026789,513.4153822885078","1985.607177734375,2000.7366943359375,2140.756991928488,2125.6274753269254",DJI_20240111150546_0023_V.JPG(1).JPG
"3171.5966796875,3483.86962890625,3487.259427186064,3174.986477967314","2471.157958984375,2463.8955078125,2609.651022175676,2616.913473347551",PM-BB-TOWER-AP1-C1-0-TB(10).JPG
"2105.882568359375,2180.392333984375,2430.9392623150707,2356.4294966900707","1039.2156982421875,1317.6470947265625,1250.5993653982666,972.1679689138916",DJI_20240112163728_0103_V.JPG
"1904.1395263671875,2444.4443359375,2275.309526026664,1735.0047164563516","1939.4334716796875,2501.525146484375,2664.10423341417,2102.0125586094823",PM-BB-TOWER-0013-C2-M-I(7).JPG
"1718.9542236328125,1784.3135986328125,1464.2344413985081,1398.8750663985081","37.8883171081543,2776.4501953125,2784.089304669079,45.52742646473311",PM-BB-TOWER-0017-C1-M-I(13).JPG
"858.8234252929688,2980.39208984375,2979.087220378555,857.5185558277736","2133.333251953125,2141.17626953125,2494.1488519730297,2486.3058343949047",PM-BB-TOWER-0005-C1-T-I(4).JPG
"2527.669677734375,2999.153564453125,2936.314726518733,2464.830839799983","2551.307373046875,2842.86572265625,2944.483459160422,2652.925109551047",PM-BB-TOWER-0005-C2-T-I(15).JPG
"1785.8206787109375,1928.5535888671875,1926.125211684337,1783.392301528087","1114.5478515625,1108.62060546875,1050.14330643594,1056.07055252969",PM-BB-TOWER-0016-C1-B-I(12).JPG
"2109.803955078125,3056.8623046875,3015.882160365973,2068.823810756598","2741.17626953125,2574.509765625,2341.6460111315932,2508.3125150378432",PM-BB-TOWER-0014-C1-T-I(1).JPG
"1274.509765625,1494.1175537109375,1496.8750943351272,1277.2673062491897","2203.92138671875,2211.764404296875,2134.552108008716,2126.709090430591",PM-BB-TOWER-0008-C2-0-EP(1).JPG
"2047.0584716796875,1972.5489501953125,2296.4875807814633,2370.9971022658383","507.84307861328125,907.8431091308594,968.1843854153799,568.1843548978018",PM-BB-TOWER-0018-C1-M-JC(2).JPG
"1748.275146484375,1989.051513671875,1981.9427181158658,1741.1663509283658","171.54261779785156,158.40936279296875,28.081430500619774,41.21468550550259",PM-BB-TOWER-0019-C2-M-I(7).JPG
"1974.3868408203125,2095.4228515625,2098.6358020117036,1977.5997912695161","1149.833251953125,1163.071533203125,1133.6959142885519,1120.4576330385519",PM-BB-TOWER-0014-C2-T-I(8).JPG
"2219.60693359375,3956.86181640625,3924.4911257679446,2187.2362429554446","1513.7259521484375,1717.6474609375,1993.4209225274672,1789.4994137384047",PM-BB-TOWER-0014-C1-T-I(3).JPG
"1682.35302734375,1833.3331298828125,1487.4753094917241,1336.4952069526616","1829.411865234375,2645.097900390625,2709.1147487072453,1893.4287135509953",DJI_20240112164523_0150_V.JPG
"1921.960205078125,2620.439453125,2632.52514824396,1934.0459001970848","165.42245483398438,228.46205139160156,94.55245012853905,31.512853570921862",PM-BB-TOWER-0012-C1-T-I(3).JPG
"1007.8430786132812,2107.8427734375,2280.2718376847906,1180.2721428605719","1192.1568603515625,970.588134765625,1826.629155668998,2048.1978812549355",PM-BB-TOWER-0012-C2-0-TB(12).JPG
"858.8234252929688,2980.39208984375,2979.087220378555,857.5185558277736","2133.333251953125,2141.17626953125,2494.1488519730297,2486.3058343949047",PM-BB-TOWER-0005-C1-T-I(4).JPG
"1943.4859619140625,2248.177490234375,2235.562712460602,1930.8711841402899","275.93988037109375,211.5869598388672,151.85981944611498,216.21273997834155",PM-BB-TOWER-0014-C1-B-I(7).JPG
"1071.1578369140625,1108.9815673828125,1115.3857391826923,1077.5620087139423","2394.5419921875,2392.440673828125,2507.7157662259615,2509.8170845853365",PM-BB-TOWER-0007-C1-B-I-BHOPAL(18).JPG
"2325.261962890625,2468.852294921875,2425.0026524110185,2281.4123203797685","2306.39111328125,2166.30322265625,2121.3572626628898,2261.4451532878898",PM-BB-TOWER-0018-C1-B-JC(1).JPG
"2196.350830078125,2412.786865234375,2412.786865234375,2196.350830078125","770.2630004882812,770.2630004882812,709.3246459960938,709.3246459960938",PM-BB-TOWER-0010-C2-B-I(16).JPG
"1532.760009765625,2117.13720703125,2132.4362989134734,1548.0591016478484","343.0276794433594,407.32806396484375,268.28627593547856,203.9858914139942",PM-BB-TOWER-0016-C1-B-I(14).JPG
"1070.4739990234375,1074.1220703125,1172.6509101783636,1169.002838889301","9.120314598083496,190.31057739257812,188.32680505119703,7.136542256702385",PM-BB-TOWER-0008-C1-T-I-BHOPAL(13).JPG
"628.209716796875,769.8218383789062,753.8824813960979,612.2703598140666","768.32958984375,803.7325439453125,867.4901092748464,832.0871551732839",PM-BB-TOWER-0006-C1-B-I(16).JPG
"1940.5755615234375,2070.72998046875,2076.2163239751494,1946.0619050298367","1015.898681640625,1031.4158935546875,985.3978424276899,969.8806305136274",PM-BB-TOWER-0013-C1-M-I(8).JPG
"1702.28759765625,2020.9150390625,2037.4453039086106,1718.8178625023606","334.7494201660156,411.0020751953125,341.9291230251844,265.67646799588755",PM-BB-TOWER-0017-C1-B-I(2).JPG
"2637.19091796875,3931.30859375,3943.9944518969864,2649.8767761157364","1508.2760009765625,1465.792236328125,1852.2220500775222,1894.7058147259597",PM-BB-TOWER-AP1-C1-M-I(5).JPG
"1476.7974853515625,1669.6077880859375,1650.3424947314936,1457.5321919971186","1551.475830078125,1600.4954833984375,1676.2721727941096,1627.252519473797",PM-BB-TOWER-AP1-C2-T-I(18).JPG
"2281.699462890625,3209.803955078125,3172.391959711147,2244.287467523647","1645.0980224609375,1746.4053955078125,2089.1468951390784,1987.8395220922034",PM-BB-TOWER-0005-C1-0-EP(3).JPG
"1535.550048828125,1860.84130859375,1862.9327812578672,1537.6415214922422","192.4140167236328,199.7102813720703,106.46561297565387,99.16934832721637",PM-BB-TOWER-0019-C1-T-I(2).JPG
"1819.9818115234375,2294.88037109375,2314.8522462450355,1839.953686674723","2630.338134765625,2550.488037109375,2669.268289352702,2749.118387008952",PM-BB-TOWER-0010-C1-T-I(6).JPG
"1004.8298950195312,1057.3629150390625,1057.3629150390625,1004.8298950195312","1937.70263671875,1937.70263671875,1966.5958251953125,1966.5958251953125",PM-BB-TOWER-0007-C1-T-I-BHOPAL(13).JPG
"2374.727783203125,2379.084716796875,2098.1458185735596,2093.7888849798096","42.71756362915039,2905.462646484375,2905.8902193516874,43.14513649646258",PM-BB-TOWER-0012-C1-T-I(3).JPG
"1424.133056640625,2610.50341796875,2597.644559211163,1411.274197883038","1585.744384765625,1278.207275390625,1228.6023059561753,1536.1394153311753",DJI_20240112164437_0144_V.JPG
"1320.2613525390625,2385.62060546875,2394.7505733127587,1329.3913203830714","2708.495361328125,2747.711181640625,2499.681288499134,2460.465468186634",PM-BB-TOWER-0016-C1-B-I(13).JPG
"1854.79296875,2015.5325927734375,1968.8676522710778,1808.1280282476403","175.1477813720703,213.4004364013672,409.48891668281726,371.2362616535204",PM-BB-TOWER-0001-C2-B-I-BHOPAL(2).JPG
"970.240234375,1784.95458984375,1812.643219749033,997.928864280283","2198.460693359375,2314.11328125,2119.060799688331,2003.408211797706",PM-BB-TOWER-0013-C2-B-I(8).JPG
"1779.5794677734375,2049.38916015625,2047.8078510163707,1777.9981586335582","2150.44384765625,2152.965576171875,2322.156085756605,2319.63435724098",PM-BB-TOWER-0014-C1-T-I(6).JPG
"1470.588134765625,2035.2939453125,2053.9325130764246,1489.2267025295494","192.15684509277344,147.05880737304688,380.4460687428667,425.5441064625933",PM-BB-TOWER-0011-C2-T-I(16).JPG
"949.0195922851562,1862.7449951171875,1845.1133612581214,931.3879584260901","1713.725341796875,1490.196044921875,1418.1228447835,1641.6521416585",PM-BB-TOWER-0017-C2-T-MJ(1).JPG
"1723.794921875,2239.408447265625,2252.2507251463944,1736.6371997557694","2601.451904296875,2565.1416015625,2747.5045033700044,2783.8148061043794",PM-BB-TOWER-0004-C1-0-TB(9).JPG
"1604.9111328125,1897.49072265625,1868.3703374361967,1575.7907475924467","1303.6766357421875,1279.5989990234375,925.7424115477909,949.8200482665409",PM-BB-TOWER-0009-C1-B-I(4).JPG
"1645.0980224609375,2268.62744140625,2216.6040649201186,1593.0746459748061","437.2548828125,245.09800720214844,76.28746837059751,268.44434398094904",PM-BB-TOWER-0016-C2-B-I(8).JPG
"1984.4837646484375,2138.799560546875,2138.017328037362,1983.7015321389247","672.0336303710938,668.7503051757812,631.9854935587531,635.2688187540656",PM-BB-TOWER-0011-C1-M-I(8).JPG
"1858.9354248046875,1989.8917236328125,1995.5496802942353,1864.5933814661103","1135.548828125,1158.329345703125,1125.8039625212543,1103.0234449431293",PM-BB-TOWER-0012-C2-T-I(12).JPG
"453,3764,3764,453","0,0,2737,2737",PM-BB-TOWER-0007-C1-0-TB(7).JPG
"1667.206298828125,1666.799072265625,1655.9975197465224,1656.4047463090224","1483.734130859375,1542.785400390625,1542.7109112367602,1483.6596417055102",DJI_20240112162950_0054_V.JPG
"2070.9384765625,3244.232177734375,3262.404244113271,2089.110542941396","1371.875,1644.2061767578125,1565.9148431195897,1293.5836663617772",PM-BB-TOWER-0019-C2-0-EP(2).JPG
"3265.62451171875,3550.781005859375,3610.645752634351,3325.489258493726","2535.15625,2472.656005859375,2745.7880799447057,2808.2883240853307",PM-BB-TOWER-0002-C2-0-TB(9).JPG
"988.2353515625,3009.803466796875,2979.601214755962,958.0330995215867","2080.392333984375,1794.117431640625,1580.8402311794102,1867.1151335231602",PM-BB-TOWER-0018-C2-M-MJ(1).JPG
"1947.25390625,2506.633056640625,2521.021970569659,1961.642820179034","1597.310302734375,1657.50439453125,1523.7893037574283,1463.5952119605533",PM-BB-TOWER-0012-C2-T-I(7).JPG
"2219.607421875,2345.097900390625,2094.811260805664,1969.320782290039","62.745121002197266,2776.47021484375,2788.0441912346755,74.31909739312289",PM-BB-TOWER-0010-C2-T-I(14).JPG
"1694.2545166015625,1653.214599609375,3006.8171082930794,3047.857025285267","582.7632751464844,2101.231201171875,2137.8152696560896,619.3473436306988",PM_PB_TOWER_313_C1_B_LSP_3_1_.jpg
"1851.138427734375,1974.2908935546875,1976.1820144088363,1853.0295485885238","1201.9586181640625,1210.0220947265625,1181.139243198756,1173.075766636256",PM-BB-TOWER-0009-C1-M-I(5).JPG
"3569.47119140625,3573.693603515625,3459.5356019647065,3455.3131898553315","1685.962646484375,1652.60595703125,1638.1554184426404,1671.5121078957654",PM-BB-TOWER-0008-C1-M-I-BHOPAL(21).JPG
"2864.723876953125,2963.22314453125,2952.0119784068,2853.512710828675","1326.4248046875,1295.4156494140625,1259.803855341719,1290.8130106151566",DJI_20240112164437_0144_V.JPG
"1743,2055,2055,1743","2406,2406,2854,2854",PM-BB-TOWER-0003-C1-B-I(9).JPG
"1570.3123779296875,2390.624755859375,2466.841215966211,1646.5288380365237","1753.9061279296875,1515.625,1778.0096301670637,2016.2907580967512",PM-BB-TOWER-0002-C1-B-JC(1).JPG
"1640.2493896484375,2009.1788330078125,2008.1308752602145,1639.2014319008395","2553.339599609375,2543.83935546875,2503.143299371386,2512.643543512011",PM-BB-TOWER-0017-C2-B-I(6).JPG
"1955.074951171875,2221.084228515625,2208.8389940340276,1942.8297166902776","345.9654541015625,296.7044982910156,230.58020326348986,279.84115907403674",PM-BB-TOWER-0009-C2-M-I(4).JPG
"1123.273681640625,1515.5201416015625,1517.6948462274313,1125.4483862664938","1727.19482421875,1736.8258056640625,1648.255373273408,1638.6243918280954",PM-BB-TOWER-0012-C1-B-I(6).JPG
"2266.666748046875,1458.8233642578125,1823.5290481419347,2631.372431930997","1121.568603515625,1929.41162109375,2294.1174703060456,1486.2744527279206",PM-BB-TOWER-0019-C1-0-TB(10).JPG
"1519.0267333984375,1360.1668701171875,2115.964692226583,2274.824555507833","1422.89404296875,987.1641235351562,711.6128397384432,1147.342759172037",PM-BB-TOWER-0007-C1-0-EP(1).JPG
"1900.0001220703125,2692.15673828125,2763.453116363471,1971.2965001525338","2117.64697265625,2323.529296875,2049.208041643297,1843.3257174245468",PM-BB-TOWER-0011-C2-B-I(7).JPG
"3337.25439453125,3568.627197265625,3589.3215319046253,3357.9487291702503","235.29409790039062,192.15687561035156,303.15396703072884,346.2911893207679",PM-BB-TOWER-0006-C1-M-I(3).JPG
"3988.67333984375,3982.053955078125,3332.4774588770233,3339.0968436426483","1616.361572265625,1843.30419921875,1824.3575745991727,1597.4149476460477",PM-BB-TOWER-0010-C2-0-EP(3).JPG
"1198.039306640625,2562.7449951171875,2559.489090372534,1194.7834018959718","1627.450927734375,1588.235107421875,1474.9300256778683,1514.1458459903683",PM-BB-TOWER-0018-C1-T-MJ(1).JPG
"411.7646789550781,1101.960693359375,1101.960693359375,411.7646789550781","2560.7841796875,2560.7841796875,2811.764404296875,2811.764404296875",PM-BB-TOWER-0004-C2-0-TB(6).JPG
"2390.1962890625,2562.744873046875,3157.285117501581,2984.736533517206","898.0392456054688,2343.136962890625,2272.147246364666,827.0495290795097",PM-BB-TOWER-0018-C2-B-I-BHOPAL(5).JPG
"1309.803955078125,1847.05859375,1835.4627251228899,1298.2080864510149","2905.882080078125,2835.2939453125,2747.0364183211736,2817.6245530867986",PM-BB-TOWER-0012-C1-T-I(15).JPG
"1203.9212646484375,2935.29345703125,2952.4750951999026,1221.1029028170901","2815.68603515625,2921.568359375,2640.6167391278855,2534.7344149091355",PM-BB-TOWER-0016-C1-M-I(17).JPG
"989.1067504882812,1851.8519287109375,1861.7599286295347,999.0147504068785","2358.96044921875,2428.677001953125,2306.0650996095164,2236.3485468751414",PM-BB-TOWER-0019-C1-T-I(10).JPG
"1419.60791015625,2490.196044921875,2509.6392371702545,1439.0511024046293","2513.725341796875,2603.921142578125,2373.138215404323,2282.942414623073",PM-BB-TOWER-0017-C1-T-I(9).JPG
"619.6078491210938,2199.999755859375,2211.86956978336,631.4776630450785","1317.64697265625,1476.470458984375,1358.3584700484348,1199.5349837203098",PM-BB-TOWER-0018-C1-B-MJ(1).JPG
"1928.6048583984375,1925.9659423828125,1899.3523306411446,1901.9912466567696","935.5947875976562,976.9388427734375,975.2401442311655,933.8960890553842",PM-BB-TOWER-0013-C1-M-I(6).JPG
"28.32250213623047,3858.3876457214355,3932.441805975568,102.37666239036304","2587.310302734375,1737.63720703125,2071.4505987476414,2921.1236944507664",DJI_20240112164458_0148_V.JPG
"3333.662353515625,3453.461669921875,3450.795947208535,3330.996630802285","1555.301025390625,1570.912353515625,1591.3687654384112,1575.7574373134112",PM-BB-TOWER-0008-C1-B-I-BHOPAL(24).JPG
"26.143789291381836,69.71670532226562,345.2061406948174,301.6332246639336","96.50076293945312,410.2262268066406,371.9638623593431,58.238398492155646",DJI_20240112163932_0112_V.JPG
"1982.1798095703125,2116.248291015625,2111.84372961567,1977.7752481703574","982.2251586914062,963.9844970703125,931.6110628939041,949.8517245149978",PM-BB-TOWER-0019-C1-M-I(1).JPG
"0,2242,2242,0","27,27,1198,1198",PM-BB-TOWER-0005-C1-B-I(1).JPG
"1967.4447021484375,2231.32568359375,2223.207496918504,1959.3265154731914","278.7557373046875,242.2744598388672,183.55296716561125,220.03424463143156",PM-BB-TOWER-0013-C2-T-I(4).JPG
"1921.568603515625,2945.097900390625,2952.0351844050906,1928.5058875300906","2454.90185546875,2490.196044921875,2289.015240388072,2253.721050934947",PM-BB-TOWER-0010-C1-T-I(11).JPG
"1982.243896484375,1723.5186767578125,1811.1723399204895,2069.8975596470523","44.96165466308594,350.9665222167969,425.07715138063264,119.07228382692169",PM-BB-TOWER-0013-C1-B-I(13).JPG
"1897.697509765625,1936.0029296875,2054.4065781568206,2016.1011582349458","860.2437133789062,1093.35888671875,1073.902832400538,840.7876590606943",PM-BB-TOWER-0019-C2-0-EP(2).JPG
"1606.9033203125,1847.2418212890625,1811.0182106668155,1570.679709690253","327.7999267578125,206.97401428222656,134.92052758773414,255.74644006332008",PM-BB-TOWER-0011-C1-B-I(9).JPG
"1982.1798095703125,2116.248291015625,2111.84372961567,1977.7752481703574","982.2251586914062,963.9844970703125,931.6110628939041,949.8517245149978",PM-BB-TOWER-0019-C1-M-I(1).JPG
"1564.1890869140625,2672.29736328125,2706.464557829878,1598.3562814626905","2610.810791015625,2367.567626953125,2523.2182541989305,2766.4614182614305",PM-BB-TOWER-0014-C2-M-I(4).JPG
"1318.6456298828125,1504.738525390625,1922.2634650338846,1736.170569526072","1373.4476318359375,1235.0126953125,1796.2758194645758,1934.7107559880133",PM-BB-TOWER-0005-C1-0-EP(3).JPG
"1995.119140625,2128.09326171875,2135.7685667301457,2002.7944456363957","994.8825073242188,1019.50732421875,978.0606429139457,953.4358260194144",PM-BB-TOWER-0009-C1-T-I(10).JPG
"1398.69287109375,2196.078369140625,2255.7333565933877,1458.3478585465125","2732.461669921875,2993.8994140625,2811.951615983984,2550.513871843359",PM-BB-TOWER-0019-C1-B-I(8).JPG
"1940.5755615234375,2070.72998046875,2076.2163239751494,1946.0619050298367","1015.898681640625,1031.4158935546875,985.3978424276899,969.8806305136274",PM-BB-TOWER-0013-C1-M-I(8).JPG
"1612.200439453125,2078.43115234375,2064.2939860919046,1598.0632732012796","2965.4453125,2956.730712890625,2200.3929124986807,2209.1075121080557",DJI_20240112163228_0068_V.JPG
"2074.509765625,2992.15673828125,2934.7575832358457,2017.1106105795957","2639.215576171875,2250.980224609375,2115.309527315951,2503.544878878451",PM-BB-TOWER-0016-C2-B-I(6).JPG
